"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height
299620779841;;;;;"Классико (Б.1.КО.6) Гладкий Хаски - Листопад® гладкий - Хаски";;;https://static.tildacdn.com/stor6232-6163-4239-b837-363939643761/33329362.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Хаски";;Vx1IeojiFKJaN5z2jiZB;920251972951;0;0;0;0
437665561431;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гладкий Песчаник";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка ""КЛАССИКО"" Б.1.КО.6, коллекция - Листопад гладкий, цвет - Песчаник.<br /><br />Плитка выполнена в выполнена в природных оттенках бежевого/коричневого. Отличается высокой износостойкостью и практичностью в эксплуатации. Предназначена для мощения садовых дорожек, пешеходных зон, тротуаров.<br /><p style=""text-align: left;"">Комплект из 3х видов плит: 115*172*60 мм,#nbsp;115*115*60 мм,#nbsp;57*115*60 мм.</p><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3963-3266-4234-b230-633132363966/01.jpg;;;;;;FaekE6A0ckcSAJv92YRU;;0;0;0;0
688734369741;;;;;"Классико (Б.1.КО.6) Гладкий Песчаник - Листопад® гладкий - Песчаник";;;https://static.tildacdn.com/tild3963-3266-4234-b230-633132363966/01.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Песчаник";;OHKnsyIcpDUs4FtIrCDL;437665561431;0;0;0;0
143240122351;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гладкий Осень";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3463-3562-4166-a365-656436643366/01.jpg;;;;;;gUANNNRYCgSTf16vgv7m;;0;0;0;0
750967494041;;;;;"Классико (Б.1.КО.6) Гладкий Осень - Листопад® гладкий - Осень";;;https://static.tildacdn.com/tild3463-3562-4166-a365-656436643366/01.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Осень";;ASZzDpFCCs0zJAKe2B09;143240122351;0;0;0;0
649649497771;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гладкий Антрацит";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3038-3131-4964-b032-346237326661/01.jpg;;;;;;4tibksgplEuYzzv9sLEl;;0;0;0;0
104746062731;;;;;"Классико (Б.1.КО.6) Гладкий Антрацит - Листопад® гладкий - Антрацит";;;https://static.tildacdn.com/tild3038-3131-4964-b032-346237326661/01.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Антрацит";;oeDEb5TtLUB189JBCEKH;649649497771;0;0;0;0
614893617991;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гладкий Старый замок";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3535-3062-4030-b033-383031343061/01.jpg;;;;;;HMevhix2H5jFFPLdfTAu;;0;0;0;0
200292539111;;;;;"Классико (Б.1.КО.6) Гладкий Старый замок - Листопад® гладкий - Старый замок";;;https://static.tildacdn.com/tild3535-3062-4030-b033-383031343061/01.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Старый замок";;8sn51CkAExieJb8dEnVr;614893617991;0;0;0;0
156877409501;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гладкий Клинкер";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3162-3063-4539-a136-353730373262/01.jpg;;;;;;dZLKCBKrJYmE76FxvT6h;;0;0;0;0
643122374721;;;;;"Классико (Б.1.КО.6) Гладкий Клинкер - Листопад® гладкий - Клинкер";;;https://static.tildacdn.com/tild3162-3063-4539-a136-353730373262/01.jpg;2700.00;;;"Коллекция:Листопад® гладкий;Цвет:Клинкер";;jnkCuBh6UKb8Vu7d2GrY;156877409501;0;0;0;0
346416352501;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Янтарь";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3366-6439-4232-b034-346337623063/01.jpg;;;;;;AXxZt9IKz90G6N2mEgMC;;0;0;0;0
669665499231;;;;;"Классико (Б.1.КО.6) Гранит Янтарь - Листопад® гранит - Янтарь";;;https://static.tildacdn.com/tild3366-6439-4232-b034-346337623063/01.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Янтарь";;YLGXD0omL1ebZjXRReHA;346416352501;0;0;0;0
211184243941;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Хаски";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor6232-6163-4239-b837-363939643761/33329362.jpg;;;;;;a3IKu0yZugMxToe9pSJ0;;0;0;0;0
488575210611;;;;;"Классико (Б.1.КО.6) Гранит Хаски - Листопад® гранит - Хаски";;;https://static.tildacdn.com/stor6232-6163-4239-b837-363939643761/33329362.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Хаски";;1NTogN7P4aps5N6Gu18R;211184243941;0;0;0;0
377767229021;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Осень";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6338-6466-4266-b563-333661366463/01.jpg;;;;;;2MLgUT53UC9LELRphV8r;;0;0;0;0
892634908881;;;;;"Классико (Б.1.КО.6) Гранит Осень - Листопад® гранит - Осень";;;https://static.tildacdn.com/tild6338-6466-4266-b563-333661366463/01.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Осень";;BAmzudRG8NxyhMKl3aMd;377767229021;0;0;0;0
953017515181;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Антрацит";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3838-6435-4038-b830-393861373063/60454335.jpg;;;;;;BAEZJ9j7pj85AmkEclR5;;0;0;0;0
368340521271;;;;;"Классико (Б.1.КО.6) Гранит Антрацит - Листопад® гранит - Антрацит";;;https://static.tildacdn.com/stor3838-6435-4038-b830-393861373063/60454335.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Антрацит";;TjtDAB976YthIsDtkc9k;953017515181;0;0;0;0
480808762381;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Старый замок";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6363-3063-4331-b039-636131393138/01.jpg;;;;;;4H2YEuYbX6MTLZUhfCAN;;0;0;0;0
284234476681;;;;;"Классико (Б.1.КО.6) Гранит Старый замок - Листопад® гранит - Старый замок";;;https://static.tildacdn.com/tild6363-3063-4331-b039-636131393138/01.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Старый замок";;hf6v4G5YV05hcC2nfjV9;480808762381;0;0;0;0
147796529771;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Гранит Клинкер";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3162-3336-4739-b666-316561373838/01.jpg;;;;;;gVRertiF1epgCCiHVzN7;;0;0;0;0
546564751841;;;;;"Классико (Б.1.КО.6) Гранит Клинкер - Листопад® гранит - Клинкер";;;https://static.tildacdn.com/tild3162-3336-4739-b666-316561373838/01.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Клинкер";;y5v5FPf8VF5gi1dZuLuL;147796529771;0;0;0;0
977825611061;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Стоунмикс Белый";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3930-3866-4135-b362-636264626338/95966835.jpg;;;;;;G8Px5VKFiroGxpZgcJvs;;0;0;0;0
826208856611;;;;;"Классико (Б.1.КО.6) Стоунмикс Белый - Стоунмикс - Белый";;;https://static.tildacdn.com/stor3930-3866-4135-b362-636264626338/95966835.jpg;3700.00;;;"Коллекция:Стоунмикс;Цвет:Белый";;AHy6esFLc9VP4hOkArav;977825611061;0;0;0;0
499711646051;;;;"Классико - Б.1.КО.6";"Классико (Б.1.КО.6) Стоунмикс Черный";"Комплект из 3 видов плит: 172х115, 115х115 и 57х115 мм<br />Толщина 60 мм";"Тротуарная плитка КЛАССИКО Б.1.КО.6<br /><br />Данная плитка имитирует средневековый камень и обеспечивает территории привлекательный и эстетичный вид.<br /><br />Комплект состоит из 3 видов плит: 172х115, 115х115 и 57х115 мм<br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul>Мы гарантируем точность соблюдения технологии производства и как следствие, высокое качество продукции.<br />Возможна отгрузка с нашего склада в Архангельске или доставка до места укладки.<br /><br />На паллете – 14,56 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3330-3936-4438-b836-616362363236/65940415.jpg;;;;;;km4UTjnkr5Il8hvnDaJA;;0;0;0;0
655932105161;;;;;"Классико (Б.1.КО.6) Стоунмикс Черный - Стоунмикс - Черный";;;https://static.tildacdn.com/stor3330-3936-4438-b836-616362363236/65940415.jpg;3700.00;;;"Коллекция:Стоунмикс;Цвет:Черный";;D930nYXbHkAfrlTGhmf4;499711646051;0;0;0;0
